# w   G_w   Sigma_w    chi_NN_w    chi_SS_w  (D: 1, T: 0.0001, U: 1.88, half-filling)
8.852194877049287536e-01 3.912342978730415366e-01 -7.875392757502600038e-02 -1.229098796030308138e+00 -1.004468575592992047e-02 -1.855252413853513138e-01 1.887182330750858839e+00 -6.247523737400617616e-01 5.317918284871560319e-02 5.856384295991801797e-02 -1.139367237194392063e-02 8.821968121622135450e-03
8.940716825819780000e-01 3.952028396457059611e-01 -6.253342538521584892e-02 -1.241566337708774892e+00 -7.950029477226096264e-03 -1.870724597926602950e-01 1.882486012941445130e+00 -6.163237006579982413e-01 5.224093239245800047e-02 5.954803523753383898e-02 -1.125322475285879011e-02 8.728182868105725453e-03
9.030123994077977612e-01 3.990765576145093307e-01 -4.566272454570815403e-02 -1.253735981621646234e+00 -5.787018091247580348e-03 -1.885857362533188697e-01 1.877811167421379546e+00 -6.079737141366826636e-01 5.125901138203480673e-02 6.051641039051553622e-02 -1.111534318902195062e-02 8.633390449090054541e-03
9.120425234018757488e-01 4.028453491082328863e-01 -2.813753431012356795e-02 -1.265575989291239933e+00 -3.555165749497518624e-03 -1.900621933851358580e-01 1.873156494439805808e+00 -5.997014770472535172e-01 5.023347073582302980e-02 6.146664285047715587e-02 -1.097989761044214016e-02 8.537677781451667725e-03
9.211629486358945407e-01 4.064988114930102592e-01 -9.955089120090923616e-03 -1.277053679879423198e+00 -1.254133822144702301e-03 -1.914988442692681092e-01 1.868520884727397524e+00 -5.915060143822877814e-01 4.916449117505095057e-02 6.239637093777183202e-02 -1.084672306920451967e-02 8.441133880622951266e-03
9.303745781222535483e-01 4.100262175005884302e-01 8.885886775682468736e-03 -1.288135352679059320e+00 1.116266792994691920e-03 -1.928925821174416466e-01 1.863903340489456717e+00 -5.833864123653453859e-01 4.805242210522880225e-02 6.330320674692853367e-02 -1.071570281667909991e-02 8.343849443260442644e-03
9.396783239034760538e-01 4.134165486299013481e-01 2.838509707013414651e-02 -1.298786392048145499e+00 3.556058111687559337e-03 -1.942401956167695287e-01 1.859302980575007203e+00 -5.753417688048436673e-01 4.689774759959344091e-02 6.418474656297469549e-02 -1.058671535348418985e-02 8.245916428943206311e-03
9.490751071425108654e-01 4.166585420036814646e-01 4.854064688418912449e-02 -1.308971414614199968e+00 6.065084075872737013e-03 -1.955383920627313810e-01 1.854719014909997465e+00 -5.673711146031581443e-01 4.570110893239744815e-02 6.503858174688556537e-02 -1.045964726746398052e-02 8.147427642893875777e-03
9.585658582139360284e-01 4.197405947003950422e-01 6.934892246818236128e-02 -1.318653968724171843e+00 8.642988746890983842e-03 -1.967837673304774215e-01 1.850150769733470257e+00 -5.594736522744807594e-01 4.446331120446928020e-02 6.586231002216587360e-02 -1.033439381171515070e-02 8.048476321731163133e-03
9.681515167960753621e-01 4.226510022985985882e-01 9.080459402223425847e-02 -1.327797283853640042e+00 1.128920928960435582e-02 -1.979729102004456065e-01 1.845597671244621152e+00 -5.516482462970093703e-01 4.318531716594407877e-02 6.665354708887509527e-02 -1.021085948662339010e-02 7.949155724263960721e-03
9.778330319640361479e-01 4.253776304534348518e-01 1.129005872029424790e-01 -1.336363238833944811e+00 1.400296995398429833e-02 -1.991022879482228225e-01 1.841059153764657674e+00 -5.438941510036656712e-01 4.186824165774234718e-02 6.740993848627929719e-02 -1.008895455357671986e-02 7.849558729319798533e-03
9.876113622836765193e-01 4.279082888083400871e-01 1.356279067247448678e-01 -1.344313536530460595e+00 1.678325536799629703e-02 -2.001684094478417553e-01 1.836534804877863358e+00 -5.362102165651316810e-01 4.051333331568217344e-02 6.812917162086992717e-02 -9.968598165405302691e-03 7.749777442566756040e-03
9.974874759065133212e-01 4.302305668469889599e-01 1.589755246018182966e-01 -1.351609188156272845e+00 1.962879883643708911e-02 -2.011677807105421989e-01 1.832024351097871095e+00 -5.285952688771933250e-01 3.912216528486352207e-02 6.880898787276606976e-02 -9.849718661891318158e-03 7.649902814236739755e-03
1.007462350665578432e+00 4.323315031679486609e-01 1.829308742534749288e-01 -1.358209474267859873e+00 2.253815402224944309e-02 -2.020968034184362772e-01 1.827527115640712463e+00 -5.210486947028301064e-01 3.769618466584136879e-02 6.944719469060903205e-02 -9.732248817715732567e-03 7.550024269591734151e-03
1.017536974172234210e+00 4.341984866050614400e-01 2.074786723760000950e-01 -1.364074775718267185e+00 2.550954728266989491e-02 -2.029521438052755977e-01 1.823043076805858975e+00 -5.135687457626867403e-01 3.623718863181626254e-02 7.004167758299460755e-02 -9.616130506480543780e-03 7.450229353892115318e-03
1.027712343913956605e+00 4.358178233636270105e-01 2.326015523826947262e-01 -1.369162072182664724e+00 2.854099672071444549e-02 -2.037302112525013476e-01 1.818571691477282926e+00 -5.061553111489535128e-01 3.474705416543510950e-02 7.059041191331391629e-02 -9.501312377925286157e-03 7.350603393530100692e-03
1.037989467353096273e+00 4.371765813633597397e-01 2.582797646217683818e-01 -1.373430736332631463e+00 3.163026649265679446e-02 -2.044278945766196398e-01 1.814112880542417594e+00 -4.988062955181682967e-01 3.322786995658055798e-02 7.109147440464422263e-02 -9.387749201454347048e-03 7.251229174881021651e-03
1.048369362026627227e+00 4.382608548783972213e-01 2.844907404428375641e-01 -1.376837082041955096e+00 3.477487949799096256e-02 -2.050419223196670027e-01 1.809666255395162571e+00 -4.915210658516152575e-01 3.168173893878221264e-02 7.154305426204227158e-02 -9.275402501678091730e-03 7.152186642304116625e-03
1.058853055646893582e+00 4.390568416465646107e-01 3.112089905485740937e-01 -1.379337748225184512e+00 3.797212605263541874e-02 -2.055693015111162425e-01 1.805231580806442970e+00 -4.842983719492737760e-01 3.011101317072563052e-02 7.194346382126212691e-02 -9.164239824592128325e-03 7.053552616591740598e-03
1.069441586203362604e+00 4.395506804683558255e-01 3.384056707916472395e-01 -1.380889188639781162e+00 4.121906501441177650e-02 -2.060072742580751903e-01 1.800808781958415095e+00 -4.771367817868403804e-01 2.851808547567854027e-02 7.229114863556555803e-02 -9.054232300699103370e-03 6.955400535024738526e-03
1.080136002065396283e+00 4.397277193150552765e-01 3.660489297561009825e-01 -1.381445372579972242e+00 4.451265056170858325e-02 -2.063530648066124740e-01 1.796396974614561159e+00 -4.700358790505064221e-01 2.690550363949581122e-02 7.258469691585833772e-02 -8.945364937051662746e-03 6.857800214042608991e-03
1.090937362086050300e+00 4.395742513476463276e-01 3.941021734475354532e-01 -1.380963238740998911e+00 4.784954511075301120e-02 -2.066045250682269629e-01 1.791996485722765486e+00 -4.629936692105861007e-01 2.527587768339625146e-02 7.282284824390110323e-02 -8.837615388720286916e-03 6.760817635382298553e-03
1.101846735706910829e+00 4.390758813163597729e-01 4.225251034590601362e-01 -1.379397563111939728e+00 5.122637741385635546e-02 -2.067595293556903080e-01 1.787606766500211108e+00 -4.560092659303017770e-01 2.363194570977324160e-02 7.300450148370647707e-02 -8.730974349601884621e-03 6.664514756380711391e-03
1.112865203063979846e+00 4.382187106358281792e-01 4.512725888111014938e-01 -1.376704681999109114e+00 5.463966313223420079e-02 -2.068163909002712630e-01 1.783227635405714606e+00 -4.490812397552482738e-01 2.197650174611439147e-02 7.312872182245899744e-02 -8.625434350833162400e-03 6.568949344973730280e-03
1.123993855094619576e+00 4.369886772282646770e-01 4.802946019068584649e-01 -1.372840418082237557e+00 5.808592503067952495e-02 -2.067735830089629800e-01 1.778858403170448410e+00 -4.422088669047307130e-01 2.031241286420382847e-02 7.319474687926057210e-02 -8.520992821220528882e-03 6.474174839762678740e-03
1.135233793645565870e+00 4.353730020940397294e-01 5.095356605279287576e-01 -1.367764624949968866e+00 6.156167279523627744e-02 -2.066302091982175626e-01 1.774499163674452484e+00 -4.353902329645502056e-01 1.864259773781946905e-02 7.320199182768571955e-02 -8.417649992750330865e-03 6.380240235357147530e-03
1.146586131582021606e+00 4.333585041904869373e-01 5.389348372770349505e-01 -1.361435893135495290e+00 6.506359103389136589e-02 -2.063853065548882371e-01 1.770148808333315449e+00 -4.286250842333375055e-01 1.697001888206101095e-02 7.315005348641283323e-02 -8.315409720353992770e-03 6.287189993043684061e-03
1.158051992897841886e+00 4.309344616840569131e-01 5.684253988999967699e-01 -1.353820539005305301e+00 6.858846214487768211e-02 -2.060387754719906761e-01 1.765807741749299220e+00 -4.219110365377433114e-01 1.529766584577250954e-02 7.303871334101774693e-02 -8.214278298642864115e-03 6.195063976674380912e-03
1.169632512826820347e+00 4.280899628636396503e-01 5.979346423590459203e-01 -1.344884282407937670e+00 7.213338236822292027e-02 -2.055902764702290941e-01 1.761474885148928360e+00 -4.152479268757105491e-01 1.362854004293219921e-02 7.286793946925330945e-02 -8.114266466792228322e-03 6.103897413518926188e-03
1.181328837955088584e+00 4.248168542401268843e-01 6.273848195405340444e-01 -1.334601508401908498e+00 7.569578448457187081e-02 -2.050401451145870690e-01 1.757150141019222955e+00 -4.086338203913597034e-01 1.196564520000154008e-02 7.263788735169517119e-02 -8.015384710003518182e-03 6.013720879679999159e-03
1.193142126334639563e+00 4.211081812553115755e-01 6.566926778803110487e-01 -1.322950368598245774e+00 7.927353010247994991e-02 -2.043886239590123055e-01 1.752832679802364124e+00 -4.020679272052367081e-01 1.031197476661391971e-02 7.234889955942158668e-02 -7.917645962450261046e-03 5.924560309535741379e-03
1.205073547597985906e+00 4.169598198006475021e-01 6.857706109733788802e-01 -1.309917906727838144e+00 8.286495579510505527e-02 -2.036362453297900776e-01 1.748522196746371105e+00 -3.955486999074965260e-01 8.670491948315079897e-03 7.200150432027382918e-02 -7.821064949191498805e-03 5.836437028545209474e-03
1.217124283073965696e+00 4.123699262436764656e-01 7.145271632996467170e-01 -1.295498330848498858e+00 8.646894438443009090e-02 -2.027834018863474141e-01 1.744218045478083123e+00 -3.890750888800703078e-01 7.044122186369666111e-03 7.159641297510831170e-02 -7.725658693628802663e-03 5.749367808635385234e-03
1.229295525904705366e+00 4.073397731587382609e-01 7.428685983151519512e-01 -1.279695638870424812e+00 9.008496593824422138e-02 -2.018304253243438096e-01 1.739919768321110727e+00 -3.826456817048164982e-01 5.435734278385733094e-03 7.113451634521489320e-02 -7.631440198530994347e-03 5.663364945279867127e-03
1.241588481163752533e+00 4.018722179766856528e-01 7.706978906284542852e-01 -1.262518807677391663e+00 9.371298886123136107e-02 -2.007767575556274053e-01 1.735625534350619947e+00 -3.762615376383602328e-01 3.848147352352543956e-03 7.061688004158050980e-02 -7.538429888233871140e-03 5.578436355282783213e-03
1.254004365975390112e+00 3.959753845233004999e-01 7.979219381703082092e-01 -1.243993359020794331e+00 9.735375977962562599e-02 -1.996222098856003102e-01 1.731335002669283973e+00 -3.699199508121012725e-01 2.284049060221573189e-03 7.004473875585973119e-02 -7.446643164668764921e-03 5.494585694195606995e-03
1.266544409635143920e+00 3.896604797996386371e-01 8.244476801494016183e-01 -1.224154500732818729e+00 1.010083070408653305e-01 -1.983658687148865951e-01 1.727048424644340052e+00 -3.636193313045604780e-01 7.461146932197930707e-04 6.941948958163797478e-02 -7.356096912140286381e-03 5.411812492219442508e-03
1.279209853731495317e+00 3.829419339321227800e-01 8.501864506442358138e-01 -1.203047566392624779e+00 1.046781189630956455e-01 -1.970061092402010106e-01 1.722766099746146473e+00 -3.573578111123781875e-01 -7.631332168168730896e-04 6.874268442276286473e-02 -7.266808729185801619e-03 5.330112307382679770e-03
1.292001952268810205e+00 3.758321880933091497e-01 8.750513840672932142e-01 -1.180711641096517273e+00 1.083652077413455039e-01 -1.955385383099029761e-01 1.718481892844934356e+00 -3.511391294686424525e-01 -2.241269963414741807e-03 6.801602155307014119e-02 -7.178790394461817374e-03 5.249476894731050849e-03
1.304921971791498381e+00 3.683542783561780110e-01 8.989676352202921050e-01 -1.157219094802138581e+00 1.120713073545016591e-01 -1.939607335748441130e-01 1.714200210477142772e+00 -3.449577773804555214e-01 -3.685995601734002106e-03 6.724133639866741730e-02 -7.092059999885316421e-03 5.169894390226926692e-03
1.317971191509413442e+00 3.605279458280636340e-01 9.218647658774076215e-01 -1.132631946027263581e+00 1.157983913285097199e-01 -1.922670925546891008e-01 1.709918293173728454e+00 -3.388143432181784931e-01 -5.095130926934987765e-03 6.642059161999576411e-02 -7.006629484038687065e-03 5.091349508022727406e-03
1.331150903424507481e+00 3.523759960950845760e-01 9.436814566023152828e-01 -1.107021840633703347e+00 1.195480401497462930e-01 -1.904513092587787337e-01 1.705635394179891184e+00 -3.327079888773606386e-01 -6.466654140059516567e-03 6.555586657607972989e-02 -6.922510514268846032e-03 5.013823749754136097e-03
1.344462412458752532e+00 3.439221468487922984e-01 9.643655635597350173e-01 -1.080463289946995920e+00 1.233213853790929293e-01 -1.885057546017792074e-01 1.701350473135648578e+00 -3.266379143271722629e-01 -7.798669986827204414e-03 6.464934625769369614e-02 -6.839713087346573420e-03 4.937295624486418705e-03
1.357907036583340110e+00 3.351904677130676524e-01 9.838734190167427451e-01 -1.053031910920700032e+00 1.271188016649334451e-01 -1.864214166756006374e-01 1.697062287488485088e+00 -3.206037046793249745e-01 -9.089440658902016995e-03 6.370330977953397866e-02 -6.758245252506482267e-03 4.861740877945243226e-03
1.371486106949173500e+00 3.262052640223866984e-01 1.002170538424576263e+00 -1.024804061015048839e+00 1.309397166361481180e-01 -1.841881181828556868e-01 1.692769895828006854e+00 -3.146045655471423341e-01 -1.033738780809871985e-02 6.272011852388717501e-02 -6.678113041791087362e-03 4.787132729668823992e-03
1.385200968018665213e+00 3.169901107132729323e-01 1.019230050656121156e+00 -9.958538030774334304e-01 1.347823487494986816e-01 -1.817943291595164879e-01 1.688472006337685238e+00 -3.086400365735850748e-01 -1.154108310425975940e-02 6.170220402972370621e-02 -6.599320338085987690e-03 4.713442116730495041e-03
1.399052977698851841e+00 3.075727040131354117e-01 1.035039401138794224e+00 -9.662681473724140657e-01 1.386432978649539960e-01 -1.792297611562276849e-01 1.684175581441151426e+00 -3.027041297812612664e-01 -1.269927619509591057e-02 6.065205572159489134e-02 -6.521868630966445868e-03 4.640637942700243795e-03
1.413043507475840288e+00 2.979556752337479963e-01 1.049553186366185109e+00 -9.360553604097289204e-01 1.425177209574239878e-01 -1.764711662393755320e-01 1.679848467184307026e+00 -2.968191404009272727e-01 -1.381087239287565049e-02 5.957220857219636123e-02 -6.445756981395654381e-03 4.568687330537580908e-03
1.427173942550598706e+00 2.881879063219504045e-01 1.062815150149199583e+00 -9.053690093544628503e-01 1.463990623803135271e-01 -1.735187082248378365e-01 1.675537099754301096e+00 -2.909471860076140448e-01 -1.487494102062348993e-02 5.846523079101771658e-02 -6.370981806845249854e-03 4.497555878137654908e-03
1.441445681976104787e+00 2.782667833605643182e-01 1.074775720135968671e+00 -8.742008823436112630e-01 1.502772535845743329e-01 -1.703454518202477397e-01 1.671205678834114972e+00 -2.851169489127336476e-01 -1.589072034516665968e-02 5.733371162913412922e-02 -6.297537376911700388e-03 4.427207915284978729e-03
1.455860138795865844e+00 2.682155299094361456e-01 1.085443665610918540e+00 -8.426239383421780804e-01 1.541406998283330054e-01 -1.669385998517687320e-01 1.666864068371097130e+00 -2.793184576957495890e-01 -1.685761939779863161e-02 5.618024938697839532e-02 -6.225414718725752819e-03 4.357606760805425583e-03
1.470418740183824458e+00 2.580469864805431945e-01 1.094807389567505229e+00 -8.106785170082592140e-01 1.579741809468533376e-01 -1.632798476913366881e-01 1.662507232145906455e+00 -2.735545416371178984e-01 -1.777521066989709922e-02 5.500743970791416304e-02 -6.154602224154547691e-03 4.288714978745432685e-03
1.485122927585662778e+00 2.477787887976991010e-01 1.102868976158818404e+00 -7.784200226022284230e-01 1.617596039721628243e-01 -1.593546679532516497e-01 1.658142135628523750e+00 -2.678187325276133457e-01 -1.864315515276435131e-02 5.381786423566752714e-02 -6.085086059617817594e-03 4.220494632447062584e-03
1.499974156861519470e+00 2.374188258889254055e-01 1.109604199850264150e+00 -7.458732392365622355e-01 1.654738974249505556e-01 -1.551431334366386028e-01 1.653759462216456422e+00 -2.621173178227657052e-01 -1.946119981491740980e-02 5.261407970824601155e-02 -6.016849388553864759e-03 4.152907535429545272e-03
1.514973898430134636e+00 2.269796722435798719e-01 1.114997028649838740e+00 -7.130776708346495685e-01 1.690899452191908514e-01 -1.506295459535523795e-01 1.649360454031703949e+00 -2.564483946718806306e-01 -2.023012023715949070e-02 5.139860755496561406e-02 -5.949872400329397383e-03 4.085915498029235766e-03
1.530123637414436022e+00 2.164723896258948233e-01 1.119020050669303323e+00 -6.800680689537385026e-01 1.725751763003556816e-01 -1.457987856568128682e-01 1.644943888440215662e+00 -2.508120983601820342e-01 -2.094918872252854100e-02 5.017392405668271577e-02 -5.884135507865480980e-03 4.019480568792812951e-03
1.545424873788580289e+00 2.059086306041642833e-01 1.121636194476062443e+00 -6.468810412167769197e-01 1.758910504831634469e-01 -1.406382217732612405e-01 1.640508521910373219e+00 -2.452086202760481726e-01 -2.161912084222664121e-02 4.894245112240483420e-02 -5.819606290235462137e-03 3.953565269660621120e-03
1.560879122526466212e+00 1.953017258722608285e-01 1.122797020726201245e+00 -6.135584672337022205e-01 1.789924053686406946e-01 -1.351391563266836071e-01 1.636052983416736772e+00 -2.396383739692068415e-01 -2.224033564090285853e-02 4.770654772819928058e-02 -5.756264977783107605e-03 3.888132824019910772e-03
1.576487913751730918e+00 1.846683496278432868e-01 1.122442628088758720e+00 -5.801527305413838320e-01 1.818271133121206473e-01 -1.292990005967379896e-01 1.631576229742193407e+00 -2.341016964938290590e-01 -2.281341089686735046e-02 4.646850205684190105e-02 -5.694079429489433061e-03 3.823147376749209351e-03
1.592252792889248258e+00 1.740298818460256913e-01 1.120500736955605925e+00 -5.467309983125739903e-01 1.843360450005039342e-01 -1.231235131105490321e-01 1.627076364344711479e+00 -2.285993992632803229e-01 -2.333905075967447965e-02 4.523052436902852413e-02 -5.633017282772607125e-03 3.758574205418005725e-03
1.608175320818140852e+00 1.634155772317294197e-01 1.116891797016291044e+00 -5.133851769133366272e-01 1.864541959371622815e-01 -1.166307944856444512e-01 1.622552889698854806e+00 -2.231317646104522545e-01 -2.381806372065115029e-02 4.399474062932049595e-02 -5.573044120043699895e-03 3.694379921847204713e-03
1.624257074026322245e+00 1.528639099390189660e-01 1.111531378386492852e+00 -4.802361364634337160e-01 1.881126758722379000e-01 -1.098540704988622552e-01 1.618004039100574332e+00 -2.176997925844891268e-01 -2.425136470195581040e-02 4.276318690237648767e-02 -5.514123260761453343e-03 3.630532663278126116e-03
1.640499644766585385e+00 1.424256439608809766e-01 1.104342809283761939e+00 -4.474433567502991149e-01 1.892431827677640843e-01 -1.028459603316638216e-01 1.613428981781702465e+00 -2.123041323707073325e-01 -2.463996255899969165e-02 4.153780452754968211e-02 -5.456216140937551404e-03 3.567002272440576282e-03
1.656904641214251184e+00 1.321645037849757676e-01 1.095269849952004826e+00 -4.152070341562202338e-01 1.897842272096690319e-01 -9.568035283610920594e-02 1.608826294718949557e+00 -2.069458298050580458e-01 -2.498495484233519137e-02 4.032043607265656249e-02 -5.399282316837460821e-03 3.503760465852970643e-03
1.673473687626393813e+00 1.221567544160357122e-01 1.084296763889572190e+00 -3.837667622597902839e-01 1.896897738087557350e-01 -8.845246265360079407e-02 1.604195020249902015e+00 -2.016258503538949087e-01 -2.528750895062529050e-02 3.911282206075179790e-02 -5.343279658267447753e-03 3.440780989732102751e-03
1.690208424502657847e+00 1.124871246716588613e-01 1.071466645052604250e+00 -3.533887244919226567e-01 1.889382077683452454e-01 -8.127415920963093621e-02 1.599533914885199470e+00 -1.963454190035592850e-01 -2.554886381699615974e-02 3.791659845712217619e-02 -5.288164311613947899e-03 3.378039762935074273e-03
1.707110508747684552e+00 1.032417772287075042e-01 1.056896377845720769e+00 -3.243436088852614807e-01 1.875396950083599856e-01 -7.426490739638735850e-02 1.594842018062158751e+00 -1.911057232312057819e-01 -2.577033037828803039e-02 3.673329489751241128e-02 -5.233891260071779281e-03 3.315515006403143856e-03
1.724181613835161331e+00 9.449879753449627606e-02 1.040778633694804833e+00 -2.968767281074427555e-01 1.855385237376259155e-01 -6.753898330506102887e-02 1.590118446225161630e+00 -1.859080808215570757e-01 -2.595324562422719056e-02 3.556433363287574145e-02 -5.180414256868952697e-03 3.253187358626005461e-03
1.741423429973512960e+00 8.631885042274863029e-02 1.023368409488155439e+00 -2.711786663544232812e-01 1.830088503331415151e-01 -6.119240572956388680e-02 1.585361898685559101e+00 -1.807540976381682984e-01 -2.609901600310670852e-02 3.441102916073168760e-02 -5.127686099476897429e-03 3.191039976696762211e-03
1.758837664273248169e+00 7.873918499410841043e-02 1.004959509057381073e+00 -2.473664451271386511e-01 1.800452545195557752e-01 -5.529381215714876396e-02 1.580572054490085643e+00 -1.756450783511532832e-01 -2.620906344788611134e-02 3.327458850857066552e-02 -5.075658544954323240e-03 3.129058622581399295e-03
1.776426040915980664e+00 7.177189864000496633e-02 9.858523692638613278e-01 -2.254780695016308512e-01 1.767499958675075034e-01 -4.988087789030623553e-02 1.575748453508035496e+00 -1.705826917638258444e-01 -2.628484684384298914e-02 3.215611213068345769e-02 -5.024283096755214131e-03 3.067231734284064232e-03
1.794190301325140569e+00 6.540653771612861545e-02 9.663263543200879546e-01 -2.054806983857333791e-01 1.732215268373951123e-01 -4.496263019346566359e-02 1.570889366135157506e+00 -1.655689437164340472e-01 -2.632783514814707876e-02 3.105659537633662787e-02 -4.973510624144463106e-03 3.005550481649057505e-03
1.812132204338392061e+00 5.961606083172703990e-02 9.466267656578566392e-01 -1.872893787449158853e-01 1.695476384641294576e-01 -4.052613316737402327e-02 1.565995691158565073e+00 -1.606051951362161834e-01 -2.633951401237663928e-02 2.997693048437792204e-02 -4.923291964287905380e-03 2.944008806604064485e-03
1.830253526381776075e+00 5.436224933179350377e-02 9.269488284995349714e-01 -1.707840431333791098e-01 1.657999756441377315e-01 -3.654309962725715843e-02 1.561063803802198668e+00 -1.556943940367601087e-01 -2.632138077266164139e-02 2.891790905713669674e-02 -4.873577585624102627e-03 2.882603447715704863e-03
1.848556061645593829e+00 4.960201489809339115e-02 9.074537981219354954e-01 -1.558293256071016653e-01 1.620367804375992815e-01 -3.297754709950867502e-02 1.556099630020466806e+00 -1.508365189238592419e-01 -2.627491758477249958e-02 2.788022496488063579e-02 -4.824318738918735409e-03 2.821333948998279353e-03
1.867041622262049838e+00 4.529015656502413667e-02 8.882498124642087545e-01 -1.422832231446113649e-01 1.582993531060976622e-01 -2.978943210257772867e-02 1.551097164146804541e+00 -1.460355230148768224e-01 -2.620160484060728157e-02 2.686447763108541428e-02 -4.775466660101759624e-03 2.760202652989662570e-03
1.885712038484670394e+00 4.138309517161758988e-02 8.694206003088902346e-01 -1.300088277739610554e-01 1.546188939670736229e-01 -2.693927720246505619e-02 1.546058445349150601e+00 -1.412928102267439479e-01 -2.610290910601796924e-02 2.587117564835297520e-02 -4.726974136840665641e-03 2.699214678184113161e-03
1.904569158869517054e+00 3.783990260640179848e-02 8.510211924637607339e-01 -1.188775600408251559e-01 1.510166313263927584e-01 -2.438959642050669840e-02 1.540983477843596239e+00 -1.366106202840696171e-01 -2.598032350880707941e-02 2.490074067494628743e-02 -4.678791614274636218e-03 2.638377880990337015e-03
1.923614850458212233e+00 3.462312678971104368e-02 8.330865738613904004e-01 -1.087717607668641784e-01 1.475065590654409675e-01 -2.210603919911272031e-02 1.535872520962793253e+00 -1.319911781821201946e-01 -2.583516553533886026e-02 2.395351156256308664e-02 -4.630875538861361357e-03 2.577702802463637064e-03
1.942850998962794451e+00 3.169902070692592888e-02 8.156366076166596812e-01 -9.958541057886921566e-02 1.440972496125723090e-01 -2.005777586393392431e-02 1.530725950321032425e+00 -1.274367618181586614e-01 -2.566893819642172142e-02 2.302974866711010593e-02 -4.583180099820497420e-03 2.517202600143316187e-03
1.962279508952422313e+00 2.903745152387443573e-02 7.986800990369139486e-01 -9.122384438637366755e-02 1.407933245516765908e-01 -1.821749171952283253e-02 1.525544292720509398e+00 -1.229496300520028229e-01 -2.548297157004180899e-02 2.212963829582271363e-02 -4.535661710045549126e-03 2.456892965409850603e-03
1.981902304041946561e+00 2.661171549039579101e-02 7.822179504384978443e-01 -8.360316988404911664e-02 1.375965853994782773e-01 -1.656121461911422288e-02 1.520328383639035996e+00 -1.185322229690176088e-01 -2.527860556977451836e-02 2.125329724605446585e-02 -4.488278576325731989e-03 2.396792026859966961e-03
2.001721327082365942e+00 2.439811105050319548e-02 7.662453630340807509e-01 -7.664892643772878988e-02 1.345068308331676121e-01 -1.506793744255838230e-02 1.515079083745408894e+00 -1.141867333960593922e-01 -2.505713276949977919e-02 2.040077739339289306e-02 -4.440990632493904168e-03 2.336920240281216074e-03
2.021738540353189784e+00 2.237571611277970954e-02 7.507536527840685814e-01 -7.029538535871950045e-02 1.315224898223499306e-01 -1.371935113353538183e-02 1.509797514392088535e+00 -1.099155182919570595e-01 -2.481981219510433906e-02 1.957207028938974525e-02 -4.393759468326862219e-03 2.277300265889776239e-03
2.041955925756721690e+00 2.052600822711854456e-02 7.357313856996905432e-01 -6.448435665383926707e-02 1.286410483412403494e-01 -1.249947688875971408e-02 1.504484782071760618e+00 -1.057208989497113172e-01 -2.456786198192740037e-02 1.876711173207547267e-02 -4.346549121828367605e-03 2.217956833575509927e-03
2.062375485014289023e+00 1.883257716830157025e-02 7.211655724996104411e-01 -5.916428608009907664e-02 1.258594275150866082e-01 -1.139436728218733152e-02 1.499142393609750323e+00 -1.016051055116887203e-01 -2.430245231899852074e-02 1.798578627551066650e-02 -4.299325642245926254e-03 2.158916596975622455e-03
2.082999239864431917e+00 1.728086104046494889e-02 7.070422177864844615e-01 -5.428942609243074535e-02 1.231741931951231273e-01 -1.039183186077705101e-02 1.493772096675158645e+00 -9.757033191174499520e-02 -2.402472216327223090e-02 1.722793164785786299e-02 -4.252057373111801930e-03 2.100207977271993567e-03
2.103829232263076054e+00 1.585790719442022392e-02 6.933466336947922137e-01 -4.981908474329929670e-02 1.205816900329790275e-01 -9.481192557151255085e-03 1.488375566042997811e+00 -9.361876510258021478e-02 -2.373574616700973097e-02 1.649334305078840185e-02 -4.204715446433779195e-03 2.041860997676312166e-03
2.124867524585706935e+00 1.455215565690166739e-02 6.800640177119053886e-01 -4.571694530561742909e-02 1.180782035677203634e-01 -8.653068798664398376e-03 1.482954777595185680e+00 -8.975243717604480809e-02 -2.343657383407930089e-02 1.578177731642529599e-02 -4.157273243454806186e-03 1.983907109630631861e-03
2.146116199831563875e+00 1.335327593662850691e-02 6.671796078156659870e-01 -4.195055358386948208e-02 1.156600243383849591e-01 -7.899205865240885305e-03 1.477511871457448667e+00 -8.597332754331546423e-02 -2.312819884758628153e-02 1.509295690141337735e-02 -4.109706761209551418e-03 1.926379011808462610e-03
2.167577361829879479e+00 1.225200348070076481e-02 6.546788691438715224e-01 -3.849080412672609836e-02 1.133235068435887172e-01 -7.212315010026795759e-03 1.472049169432606774e+00 -8.228329139170612039e-02 -2.281157073091629947e-02 1.442657370106911578e-02 -4.061994878012794609e-03 1.869310463051517164e-03
2.189253135448178345e+00 1.124000883729159642e-02 6.425476006178532096e-01 -3.531152918951963038e-02 1.110651047875663711e-01 -6.585942961123109063e-03 1.466569154682400677e+00 -7.868405910164999462e-02 -2.248759645712808050e-02 1.378229266984624772e-02 -4.014119518066929654e-03 1.812736090419821058e-03
2.211145666802660337e+00 1.030978329748336725e-02 6.307719912333777934e-01 -3.238913946747649930e-02 1.088813909943409097e-01 -6.014359689404363829e-03 1.461074419191829898e+00 -7.517722697310857960e-02 -2.215713880794393034e-02 1.315975523753311685e-02 -3.966064958683251755e-03 1.756691193566788795e-03
